brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,engine_size
Land,Rover Range Rover Velar R-Dynamic S,2023,12425,Gasoline,I4,Automatic,Firenze Red,Ebony,No,No,57619,0.0
BMW,530 i xDrive,2020,23195,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Dark Graphite Metallic,Black,No,No,38900,2.0
Jeep,Grand Cherokee Laredo,2011,118000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,Yes,Yes,12500,5.7
Toyota,Tacoma SR5,2018,65290,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,Yes,Yes,26450,3.5
Porsche,911 Carrera Cabriolet,2001,47885,Gasoline,300.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,Unknown,No,31995,3.4
Jeep,Gladiator Sport S,2020,13000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Unknown,No,Yes,39500,3.6
Dodge,Challenger SRT Hellcat,2018,29475,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,No,Yes,62999,6.2
Jeep,Renegade Trailhawk,2017,78717,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,17500,2.4
Ford,F-150 Lariat,2021,9142,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,No,Yes,61500,3.5
Jaguar,XF Premium,2011,106000,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,Yes,Yes,9400,5.0
RAM,1500 Laramie,2022,3521,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Black,No,Yes,51074,5.7
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,90000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,No,Yes,16750,2.0
Porsche,Macan Turbo,2016,46000,Gasoline,400.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Unknown,No,Yes,38000,3.6
BMW,X4 M Competition,2020,18362,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,No,Yes,60000,3.0
Lexus,RX 350 Base,2013,164500,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,Yes,Yes,16500,3.5
GMC,Terrain SLT,2020,55018,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,Yes,Yes,25500,1.5
Nissan,Maxima SV,2022,36466,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,No,No,24980,3.5
Volvo,S60 B5 Inscription,2022,14280,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Black,No,Yes,36500,2.0
Subaru,Outback 2.5i Premium,2013,116000,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,Yes,Yes,12500,2.5
RAM,1500 Laramie,2022,16184,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Granite Crystal Clearcoat Metallic,Black,No,No,46999,5.7
Porsche,Boxster Base,1997,132800,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Beige,Unknown,No,8500,2.5
Ford,Explorer XLT,2020,45000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,No,Yes,33500,2.3
Ford,F-150 Lariat,2013,102000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,No,Yes,23000,3.5
Ford,Excursion XLS,2004,163000,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Silver,Gray,Yes,Yes,18000,6.0
BMW,M8 Competition,2023,3500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,No,Yes,129000,4.4
Porsche,Panamera GTS,2016,42526,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,No,Yes,66200,4.8
Mazda,Mazda3 i Touring,2012,144900,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Unknown,No,Yes,6000,2.0
GMC,Sierra 1500 SLT,2016,85000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,No,Yes,32750,5.3
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,Black,No,Yes,111000,3.0
Mercedes-Benz,GL-Class GL 450,2011,93000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,Yes,Yes,11900,4.7
RAM,1500 Big Horn,2022,11468,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,No,Yes,50204,5.7
Lexus,NX 300 Base,2019,25470,Gasoline,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Red,No,Yes,32500,2.0
BMW,435 i xDrive,2014,90347,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,No,Yes,21800,3.0
GMC,Yukon SLE,2017,96000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,No,Yes,34000,5.3
Honda,Pilot EX-L,2016,80500,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,No,Yes,23000,3.5
Audi,A5 Sportback S line Premium Plus,2021,35000,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,Black,Black,No,Yes,37499,2.0
Honda,Civic Sport,2020,121212,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,Yes,Yes,18387,1.5
Mercedes-Benz,G 550 4x4 Squared Base,2018,14381,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,No,No,204900,4.0
Porsche,Panamera Platinum Edition,2022,13500,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,No,Yes,86999,2.9
BMW,740e xDrive iPerformance,2019,33214,Plug-In Hybrid,322.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,A/T,White,Black,No,Yes,43500,2.0
Ford,F-250 XLT,2017,29719,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,No,Yes,31000,6.2
Lincoln,Corsair Standard,2022,4520,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,No,Yes,38500,2.0
Hyundai,Sonata Sport,2017,84129,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Phantom Black,Graphite,No,No,14599,2.4
Nissan,Maxima 3.5 SR,2019,72150,Gasoline,300.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,Yes,Yes,26999,3.5
GMC,Yukon SLT,2015,94500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,Yes,Yes,30000,5.3
Mercedes-Benz,GLS 550 Base 4MATIC,2017,88454,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,No,Yes,39999,4.7
Cadillac,CTS Base,2010,81696,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Beige,Yes,Yes,9499,3.0
Cadillac,CTS Base,2005,94100,Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,No,Yes,6099,3.6
Ford,Explorer Limited,2022,17500,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,White,Black,No,Yes,46000,3.3
Acura,RDX,2016,132252,Gasoline,3.5 Liter,Automatic,Crystal Black,Black,No,No,18998,3.5
Toyota,Highlander XLE,2022,4437,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,No,Yes,42000,3.5
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,No,Yes,23000,2.0
Toyota,Corolla CE,2008,170000,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,No,Yes,5199,1.8
Honda,Element EX,2008,122000,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,No,Yes,10500,2.4
Toyota,Camry Solara SE,2008,57852,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,Unknown,No,13900,3.3
Hyundai,Genesis 4.6,2010,120321,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,No,Yes,10500,4.6
BMW,325 Ci,2004,178000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,No,Yes,5750,2.5
BMW,M3 Base,2002,60255,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,No,Yes,28750,3.2
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,No,Yes,43500,3.0
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,No,Yes,78000,6.2
Honda,Prelude Type SH,2001,125000,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,No,Yes,18000,2.2
Lexus,NX 300 Base,2021,6449,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,Yes,No,35999,2.0
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,No,Yes,27500,2.0
Nissan,Armada LE,2009,87130,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,No,Yes,20000,5.6
Lexus,SC 300 Base,1998,165000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,No,Yes,8700,3.0
Toyota,Camry Solara SLE,2008,73000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,Yes,Yes,11500,3.3
Porsche,Macan S,2020,22354,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,No,No,54900,3.0
Tesla,Model Y Performance,2023,6188,Electric,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,No,Yes,53900,0.0
GMC,Terrain SLT,2019,60807,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,Yes,Yes,25925,2.0
Jeep,Compass Latitude,2014,105000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,10950,2.0
Audi,Q7 3.0T Prestige,2018,63400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,29900,3.0
Ford,F-250 Platinum,2022,4500,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,No,Yes,86500,7.3
Jeep,Gladiator Overland,2020,8025,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,No,Yes,42433,3.6
Lincoln,Navigator L Reserve,2019,49131,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,Unknown,Unknown,No,55460,3.5
Tesla,Model X P100D,2017,100346,Electric,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,No,Yes,45999,0.0
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,Yes,Yes,29950,3.0
Lexus,RX 350 Base,2021,5040,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,Yes,Yes,48900,3.5
RAM,1500 Laramie,2022,12940,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,Yes,No,46999,5.7
Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,Yes,Yes,10500,2.4
Hyundai,Sonata SE,2013,43903,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,Yes,Yes,12500,2.4
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,No,Yes,23600,2.3
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,No,Yes,60500,3.0
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,Yes,Yes,14999,2.4
Honda,Odyssey EX-L,2007,170000,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,No,Yes,7700,3.5
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,14500,5.3
Buick,Enclave Premium,2016,134655,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,No,Yes,18051,3.6
BMW,M235 i,2015,81000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,No,Yes,27890,3.0
McLaren,720S Performance,2020,9989,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,No,Yes,324995,4.0
Kia,Telluride SX,2022,46347,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,No,No,46120,3.8
Chevrolet,Corvette Base,2007,4048,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,No,Yes,38000,6.0
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,No,Yes,45750,5.5
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,Unknown,No,23000,2.0
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,No,Yes,40500,3.0
Nissan,370Z Touring,2009,133409,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,Yes,Yes,14999,3.7
BMW,330 i xDrive,2018,74381,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,Yes,Yes,22995,2.0
Porsche,Macan,2023,2925,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,No,Yes,73300,2.0
BMW,128 i,2013,67874,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,No,Yes,18000,3.0
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,No,Yes,61000,5.5
Jeep,Wrangler Sport,2014,71000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,No,Yes,22000,3.6
Ford,F-150 Raptor,2018,64517,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,No,Yes,47995,3.5
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,No,Yes,24000,2.7
BMW,M550 i xDrive,2019,7580,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,No,Yes,51500,4.4
Hyundai,Sonata GLS,2010,135000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,No,Yes,3999,2.4
Honda,Accord EX-L,2019,62200,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,Yes,Yes,21500,1.5
Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,No,Yes,19500,3.6
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,Unknown,Black/Graphite,No,No,44775,0.0
Jaguar,XJ8 L,2006,78049,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,No,Yes,13980,4.2
Ford,F-150 Lariat,2021,36821,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,Unknown,No,49273,3.5
Chevrolet,Suburban High Country,2021,23292,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,No,Yes,73500,6.2
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,No,Yes,12000,5.3
Land,Rover LR2 HSE,2010,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,No,Yes,9975,3.2
Subaru,WRX Limited,2017,73120,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,Yes,Yes,19950,2.0
Ford,Expedition Timberline,2022,23300,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,No,Yes,67500,3.5
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,Yes,Yes,17500,1.5
RAM,3500 Laramie,2022,16648,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,No,No,70999,6.7
Chevrolet,Silverado 2500 LT,2011,240000,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,No,Yes,18500,6.6
Lexus,RX 450h Base,2013,119755,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,No,Yes,19500,3.5
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,No,Yes,19500,3.5
BMW,X5 xDrive40i,2021,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,No,Yes,50000,3.0
Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,No,Yes,47500,6.2
Jeep,Gladiator Sport S,2022,23000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Green,Black,No,Yes,43000,3.6
Land,Rover Discovery LSE,1998,149437,Gasoline,182.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,No,Yes,9995,4.0
Ford,F-250 XLT,2017,244000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Red,Beige,No,Yes,35500,6.7
RAM,1500 Rebel,2019,46000,Hybrid,305.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Unknown,No,Yes,37900,3.6
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,2.0 Liter TFSI,Automatic,Silver,Black,No,No,42998,2.0
RAM,1500 SLT,2017,45000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,No,Yes,29999,5.7
Mazda,CX-30 Premium Package,2021,18385,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Soul Red Crystal Metallic,White / Brown,No,Yes,29255,2.5
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,No,No,52999,3.0
Porsche,Boxster S,2005,44400,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,No,Yes,29800,3.2
Chevrolet,Malibu Limited LT,2016,104000,Gasoline,2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,No,Yes,10500,2.5
Cadillac,Escalade Premium Luxury,2023,600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,103000,6.2
MINI,Cooper S Base,2007,45000,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,No,Yes,7900,1.6
Jeep,Gladiator Mojave,2022,24500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,No,Yes,64000,3.6
Buick,Encore GX Essence,2020,35569,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,Satin Steel Metallic,Ebony,No,No,21999,1.3
Toyota,Highlander XLE,2020,35000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,No,Yes,36999,3.5
Acura,MDX Touring,2003,165000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,Yes,Yes,4000,3.5
Land,Rover Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Black,No,Yes,69000,3.0
BMW,535 i xDrive,2014,119750,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,No,Yes,15499,3.0
Nissan,350Z Touring,2007,90000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,M/T,White,Green,Yes,Yes,12000,3.5
Ford,Transit Connect XLT,2015,112000,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,Yes,Yes,14500,2.5
Mercedes-Benz,SL-Class SL550 Roadster,2008,150000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,No,Yes,16800,5.5
Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,No,Yes,240000,3.8
Hyundai,Sonata Sport 2.0T,2015,82900,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,Yes,Yes,13995,2.0
Audi,TT 1.8T,2004,79500,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,No,Yes,12000,1.8
Volvo,XC90 T6 Inscription,2019,60000,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,No,Yes,37000,2.0
RAM,1500 Big Horn,2021,41800,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Black,No,Yes,44900,3.0
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,No,Yes,49685,5.3
Ford,Explorer XLT,2014,127558,Gasoline,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Green,Charcoal Black,No,Yes,13715,3.5
Ford,Mustang Mach-E Premium,2023,13232,Electric,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,No,Yes,45000,0.0
Chevrolet,Camaro 1SS,2017,39000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Yellow,Black,No,Yes,31500,6.2
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,No,Yes,54490,2.7
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,No,Yes,36800,3.6
Tesla,Model Y Long Range,2023,7414,Electric,425.0HP Electric Motor Electric Fuel System,A/T,Black,White,No,Yes,56515,0.0
Lamborghini,Huracan LP580-2,2017,14586,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Blue Caelum,Nero Ade,No,No,209991,5.2
RAM,1500 Rebel,2021,32000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,No,Yes,50927,5.7
Toyota,86 Base,2020,14700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,No,Yes,27350,2.0
BMW,X5 xDrive50i,2016,79995,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,No,Yes,23995,4.4
GMC,Yukon Denali,2018,76000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,No,Yes,44500,6.2
Honda,Accord EX-L,2014,62000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,Yes,Yes,18987,2.4
Maserati,Ghibli S Q4,2017,53500,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,No,Yes,28700,3.0
Hyundai,Kona EV SEL,2022,9400,Electric,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,No,Yes,31999,0.0
BMW,435 i,2014,86500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,No,Yes,20900,3.0
Mercedes-Benz,GL-Class GL 450,2011,148000,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,Yes,Yes,9900,4.7
